channel,sku,shipment_id,quantity_sold,quantity_returned,gross_sale,taxes,net_sales,created_at
online,SKU-02680,SHP-0011803,1,0,400,84,316,2025-01-01 11:04:03.000000 UTC
retail,SKU-05498,SHP-0025091,1,0,400,84,316,2024-12-04 19:27:58.000000 UTC
online,SKU-05090,SHP-0008234,2,0,400,84,316,2024-12-04 08:56:32.000000 UTC
online,SKU-04284,SHP-0018213,1,0,400,84,316,2025-03-31 17:02:55.000000 UTC
online,SKU-02680,SHP-0026481,1,0,400,84,316,2025-02-14 01:25:10.000000 UTC
retail,SKU-05498,SHP-0012663,1,0,400,84,316,2025-02-14 08:27:29.000000 UTC
online,SKU-02610,SHP-0012064,1,0,400,84,316,2025-02-14 19:51:10.000000 UTC
online,SKU-04081,SHP-0011394,1,0,400,84,316,2025-02-14 20:05:15.000000 UTC
online,SKU-02610,SHP-0002863,1,0,400,84,316,2025-07-24 18:57:07.000000 UTC
online,SKU-04081,SHP-0001739,1,0,400,84,316,2025-07-24 20:03:49.000000 UTC
online,SKU-05498,SHP-0005302,1,1,400,84,316,2025-06-18 16:26:08.000000 UTC
online,SKU-09656,SHP-0000782,2,0,400,84,316,2024-12-16 10:35:09.000000 UTC
online,SKU-05498,SHP-0017612,1,0,400,84,316,2024-09-04 06:49:23.000000 UTC
retail,SKU-02680,SHP-0006426,1,0,400,84,316,2024-09-04 09:59:18.000000 UTC
online,SKU-02610,SHP-0015797,1,1,400,84,316,2024-07-30 11:16:47.000000 UTC
online,SKU-02610,SHP-0028674,1,0,400,84,316,2024-07-30 13:22:05.000000 UTC
online,SKU-02610,SHP-0005122,1,0,400,84,316,2024-07-30 19:02:33.000000 UTC
online,SKU-05145,SHP-0012973,1,1,400,84,316,2025-07-13 04:11:39.000000 UTC
online,SKU-05145,SHP-0008384,1,1,400,84,316,2025-07-13 04:19:26.000000 UTC
online,SKU-06952,SHP-0029389,2,0,400,84,316,2025-07-13 03:01:11.000000 UTC
retail,SKU-08007,SHP-0011276,2,0,400,84,316,2025-07-13 13:29:27.000000 UTC
online,SKU-05145,SHP-0018624,1,0,400,84,316,2026-03-13 09:52:37.000000 UTC
online,SKU-04081,SHP-0020192,1,0,400,84,316,2026-03-13 12:21:34.000000 UTC
online,SKU-90184,SHP-0025996,1,0,400,84,316,2025-01-07 05:46:10.000000 UTC
online,SKU-04284,SHP-0022485,1,0,400,84,316,2025-01-07 18:22:47.000000 UTC
online,SKU-04284,SHP-0014137,1,0,400,84,316,2026-03-04 15:36:33.000000 UTC
online,SKU-02610,SHP-0021171,1,0,400,84,316,2024-11-05 23:36:02.000000 UTC
retail,SKU-06459,SHP-0023926,2,2,400,84,316,2024-11-05 16:32:02.000000 UTC
online,SKU-02680,SHP-0023833,1,0,400,84,316,2025-03-20 03:17:16.000000 UTC
online,SKU-05145,SHP-0009656,1,0,400,84,316,2025-03-20 10:23:59.000000 UTC
online,SKU-04081,SHP-0010550,1,0,400,84,316,2024-10-31 04:40:58.000000 UTC
online,SKU-05498,SHP-0022834,1,0,400,84,316,2024-12-19 01:42:34.000000 UTC
online,SKU-02680,SHP-0001761,1,0,400,84,316,2024-12-19 04:28:02.000000 UTC
online,SKU-04284,SHP-0008949,1,1,400,84,316,2024-12-19 07:26:06.000000 UTC
online,SKU-05145,SHP-9072181,1,0,400,84,316,2025-06-13 06:33:13.000000 UTC
online,SKU-08007,SHP-0019594,2,0,400,84,316,2025-06-13 15:31:48.000000 UTC
retail,SKU-05145,SHP-0013529,1,0,400,84,316,2025-06-13 21:50:16.000000 UTC
retail,SKU-02610,SHP-0000985,1,0,400,84,316,2024-06-13 12:17:19.000000 UTC
marketplace,SKU-04284,SHP-0028322,1,0,400,84,316,2024-12-12 09:26:12.000000 UTC
online,SKU-02610,SHP-0012068,1,0,400,84,316,2024-12-12 12:08:19.000000 UTC
online,SKU-05145,SHP-0023289,1,0,400,84,316,2024-12-12 14:29:56.000000 UTC
online,SKU-05145,SHP-0028150,1,0,400,84,316,2024-12-12 19:34:42.000000 UTC
retail,SKU-04081,SHP-0022835,1,0,400,84,316,2025-02-28 14:16:15.000000 UTC
retail,SKU-02610,SHP-0010589,1,0,400,84,316,2026-04-10 21:16:40.000000 UTC
online,SKU-06070,SHP-0025550,2,1,400,84,316,2026-04-10 11:34:08.000000 UTC
retail,SKU-04284,SHP-0010244,1,0,400,84,316,2025-12-12 00:25:49.000000 UTC
retail,SKU-05498,SHP-0001761,1,0,400,84,316,2025-12-12 04:34:21.000000 UTC
online,SKU-05498,SHP-0028614,1,0,400,84,316,2025-12-12 10:56:50.000000 UTC
online,SKU-05498,SHP-0019045,1,0,400,84,316,2026-03-03 08:53:12.000000 UTC
marketplace,SKU-05145,SHP-0022148,1,0,400,84,316,2026-03-03 11:12:00.000000 UTC
online,SKU-05090,SHP-0005844,2,0,400,84,316,2026-03-03 13:41:42.000000 UTC
online,SKU-05145,SHP-0018752,1,0,400,84,316,2026-04-20 01:42:33.000000 UTC
online,SKU-05498,SHP-0002511,1,0,400,84,316,2026-04-20 02:07:56.000000 UTC
online,SKU-92915,SHP-0006933,1,0,400,84,316,2026-04-20 04:44:33.000000 UTC
retail,SKU-04284,SHP-0005245,1,0,400,84,316,2026-04-20 21:24:46.000000 UTC
online,SKU-05498,SHP-0014596,1,0,400,84,316,2025-01-04 06:04:02.000000 UTC
online,SKU-02680,SHP-0016928,1,0,400,84,316,2025-01-04 13:38:48.000000 UTC
online,SKU-04284,SHP-0023075,1,0,400,84,316,2025-01-04 21:16:39.000000 UTC
online,SKU-04081,SHP-0015011,1,0,400,84,316,2025-06-19 12:36:39.000000 UTC
retail,SKU-05498,SHP-0015467,1,0,400,84,316,2025-06-19 21:22:10.000000 UTC
online,SKU-04081,SHP-0018001,1,0,400,84,316,2025-06-19 23:24:59.000000 UTC
online,SKU-05090,SHP-0029796,2,0,400,84,316,2026-02-09 12:04:51.000000 UTC
retail,SKU-02610,SHP-0003141,1,0,400,84,316,2024-12-17 22:52:32.000000 UTC
online,SKU-06952,SHP-0004523,2,2,400,84,316,2025-06-05 21:34:54.000000 UTC
marketplace,SKU-06952,SHP-0000665,2,0,400,84,316,2026-03-16 08:15:09.000000 UTC
online,SKU-04081,SHP-0024607,1,0,400,84,316,2024-09-19 06:34:39.000000 UTC
online,SKU-05145,SHP-0000894,1,0,400,84,316,2024-09-19 18:37:18.000000 UTC
online,SKU-02610,SHP-0022726,1,0,400,84,316,2025-02-13 17:00:17.000000 UTC
online,SKU-02774,SHP-0029854,4,0,400,84,316,2026-03-14 15:58:20.000000 UTC
online,SKU-09656,SHP-0006068,2,0,400,84,316,2025-07-10 20:37:54.000000 UTC
marketplace,SKU-08007,SHP-0027752,2,0,400,84,316,2025-07-10 21:47:19.000000 UTC
retail,SKU-02680,SHP-0003549,1,0,400,84,316,2025-06-03 17:30:27.000000 UTC
online,SKU-05145,SHP-0013040,1,0,400,84,316,2025-06-03 22:49:58.000000 UTC
retail,SKU-02680,SHP-0015218,1,0,400,84,316,2025-12-09 07:37:44.000000 UTC
retail,SKU-06459,SHP-0016822,2,0,400,84,316,2025-12-09 09:56:52.000000 UTC
online,SKU-05145,SHP-0011219,1,0,400,84,316,2026-05-28 01:11:56.000000 UTC
retail,SKU-05498,SHP-0023324,1,0,400,84,316,2026-04-21 17:03:05.000000 UTC
online,SKU-04081,SHP-0008419,1,0,400,84,316,2026-04-21 22:34:11.000000 UTC
online,SKU-06070,SHP-0004069,2,0,400,84,316,2025-02-10 01:10:34.000000 UTC
online,SKU-04081,SHP-0027355,1,0,400,84,316,2025-02-10 01:11:09.000000 UTC
retail,SKU-02610,SHP-0027940,1,0,400,84,316,2024-11-04 03:18:46.000000 UTC
online,SKU-04081,SHP-0022674,1,0,400,84,316,2024-11-04 18:24:12.000000 UTC
retail,SKU-02610,SHP-0025354,1,0,400,84,316,2024-12-27 19:52:07.000000 UTC
online,SKU-08007,SHP-0009389,2,0,400,84,316,2026-01-22 00:06:10.000000 UTC
online,SKU-04081,SHP-0000579,1,1,400,84,316,2026-01-22 02:55:24.000000 UTC
online,SKU-04081,SHP-0013175,1,0,400,84,316,2025-01-10 02:19:03.000000 UTC
online,SKU-05145,SHP-0009379,1,0,400,84,316,2025-01-10 08:08:09.000000 UTC
retail,SKU-04284,SHP-0014773,1,0,400,84,316,2025-01-10 12:09:04.000000 UTC
online,SKU-02680,SHP-0029513,1,1,400,84,316,2024-08-10 05:17:49.000000 UTC
online,SKU-02680,SHP-0016031,1,1,400,84,316,2024-08-10 06:51:44.000000 UTC
online,SKU-02680,SHP-0004867,1,0,400,84,316,2024-09-08 10:24:23.000000 UTC
online,SKU-02680,SHP-0003375,1,0,400,84,316,2026-04-06 03:26:31.000000 UTC
online,SKU-04284,SHP-0014633,1,1,400,84,316,2026-04-06 08:16:53.000000 UTC
retail,SKU-02610,SHP-0000163,1,0,400,84,316,2026-04-06 13:53:41.000000 UTC
online,SKU-05498,SHP-0001108,1,0,400,84,316,2024-11-06 04:11:45.000000 UTC
online,SKU-02610,SHP-0000312,1,1,400,84,316,2024-11-06 05:21:21.000000 UTC
online,SKU-02680,SHP-0014692,1,0,400,84,316,2025-09-04 02:06:49.000000 UTC
online,SKU-04081,SHP-0020737,1,0,400,84,316,2025-02-16 02:35:27.000000 UTC
online,SKU-04284,SHP-0015244,1,0,400,84,316,2025-02-16 03:12:35.000000 UTC
online,SKU-04081,SHP-0004691,1,0,400,84,316,2025-02-16 17:04:34.000000 UTC
online,SKU-06952,SHP-0000471,2,2,400,84,316,2025-02-16 06:34:12.000000 UTC
online,SKU-02610,SHP-0015061,1,1,400,84,316,2024-12-01 10:09:36.000000 UTC
online,SKU-04284,SHP-0023398,1,0,400,84,316,2024-12-01 18:12:29.000000 UTC
retail,SKU-06070,SHP-0019564,2,1,400,84,316,2024-12-01 01:09:01.000000 UTC
online,SKU-04081,SHP-0001630,1,0,400,84,316,2025-12-11 06:51:33.000000 UTC
online,SKU-02680,SHP-0024204,1,0,400,84,316,2025-05-27 15:08:38.000000 UTC
online,SKU-05498,SHP-0021939,1,0,400,84,316,2025-05-14 10:20:53.000000 UTC
marketplace,SKU-07707,SHP-0002036,2,2,400,84,316,2025-05-26 03:38:59.000000 UTC
online,SKU-02610,SHP-0010768,1,0,400,84,316,2025-06-06 17:30:22.000000 UTC
retail,SKU-06459,SHP-0010881,2,0,400,84,316,2025-06-06 19:27:46.000000 UTC
online,SKU-93976,SHP-0019517,1,1,400,84,316,2024-09-17 20:25:42.000000 UTC
online,SKU-05145,SHP-0018333,1,0,400,84,316,2024-09-17 22:18:39.000000 UTC
online,SKU-05145,SHP-0013211,1,0,400,84,316,2025-03-21 09:42:46.000000 UTC
marketplace,SKU-04081,SHP-0020510,1,0,400,84,316,2025-03-21 10:44:34.000000 UTC
online,SKU-05498,SHP-0015413,1,0,400,84,316,2025-05-15 12:30:55.000000 UTC
online,SKU-04081,SHP-0005353,1,0,400,84,316,2025-05-15 12:32:41.000000 UTC
online,SKU-05145,SHP-0009996,1,0,400,84,316,2025-05-15 23:48:17.000000 UTC
marketplace,SKU-02610,SHP-0019425,1,0,400,84,316,2024-12-11 03:18:26.000000 UTC
online,SKU-04284,SHP-0005237,1,0,400,84,316,2024-12-11 05:32:59.000000 UTC
retail,SKU-03189,SHP-0022578,4,0,400,84,316,2024-12-11 08:39:29.000000 UTC
retail,SKU-01785,SHP-0006796,4,0,400,84,316,2024-12-11 22:59:09.000000 UTC
online,SKU-05498,SHP-0010219,1,0,400,84,316,2026-05-27 02:15:58.000000 UTC
online,SKU-05498,SHP-0001362,1,0,400,84,316,2026-05-27 07:26:23.000000 UTC
online,SKU-04081,SHP-0001802,1,1,400,84,316,2024-12-05 04:07:30.000000 UTC
online,SKU-02680,SHP-0001662,1,1,400,84,316,2024-12-05 10:37:30.000000 UTC
online,SKU-04284,SHP-0005973,1,0,400,84,316,2024-06-20 09:02:38.000000 UTC
retail,SKU-02610,SHP-0023322,1,0,400,84,316,2024-06-20 17:12:19.000000 UTC
online,SKU-04081,SHP-0014648,1,0,400,84,316,2026-03-27 02:01:01.000000 UTC
online,SKU-04284,SHP-0005758,1,0,400,84,316,2026-03-27 05:40:02.000000 UTC
online,SKU-02610,SHP-0019584,1,0,400,84,316,2026-03-27 06:04:27.000000 UTC
online,SKU-04081,SHP-0017285,1,0,400,84,316,2026-03-27 14:00:32.000000 UTC
retail,SKU-06070,SHP-0024880,2,0,400,84,316,2025-09-19 06:17:09.000000 UTC
retail,SKU-95270,SHP-0025393,1,0,400,84,316,2025-09-19 09:18:53.000000 UTC
online,SKU-05498,SHP-0019494,1,0,400,84,316,2025-09-19 13:43:16.000000 UTC
retail,SKU-05498,SHP-0009514,1,0,400,84,316,2025-09-19 16:22:48.000000 UTC
online,SKU-97705,SHP-0026711,2,0,400,84,316,2025-09-19 20:51:15.000000 UTC
online,SKU-02680,SHP-0004556,1,1,400,84,316,2026-03-28 01:21:02.000000 UTC
online,SKU-05498,SHP-0029276,1,0,400,84,316,2026-03-28 18:13:27.000000 UTC
marketplace,SKU-02680,SHP-0010806,1,1,400,84,316,2025-11-18 06:18:31.000000 UTC
online,SKU-05498,SHP-0005111,1,1,400,84,316,2025-11-18 11:49:01.000000 UTC
online,SKU-05145,SHP-0028177,1,1,400,84,316,2025-11-18 21:24:48.000000 UTC
online,SKU-04284,SHP-0011110,1,0,400,84,316,2025-11-18 23:45:22.000000 UTC
online,SKU-05145,SHP-0007251,1,0,400,84,316,2024-09-05 20:02:29.000000 UTC
online,SKU-02680,SHP-0004242,1,1,400,84,316,2026-04-22 09:45:41.000000 UTC
online,SKU-02680,SHP-0013612,1,0,400,84,316,2026-04-22 10:30:11.000000 UTC
retail,SKU-05145,SHP-0017387,1,0,400,84,316,2026-04-22 10:41:34.000000 UTC
online,SKU-04284,SHP-0002625,1,0,400,84,316,2026-04-22 14:38:43.000000 UTC
retail,SKU-06459,SHP-0015120,2,0,400,84,316,2026-04-22 13:18:34.000000 UTC
retail,SKU-08007,SHP-0025888,2,0,400,84,316,2026-04-22 17:30:22.000000 UTC
online,SKU-04081,SHP-0005050,1,0,400,84,316,2025-07-25 17:56:38.000000 UTC
online,SKU-06070,SHP-0029870,2,0,400,84,316,2025-04-19 15:17:13.000000 UTC
online,SKU-03189,SHP-0017610,4,2,400,84,316,2025-04-19 17:17:15.000000 UTC
online,SKU-05145,SHP-0022710,1,0,400,84,316,2025-04-19 22:09:37.000000 UTC
online,SKU-02610,SHP-0020626,1,1,400,84,316,2025-10-20 02:04:55.000000 UTC
online,SKU-04081,SHP-0016768,1,0,400,84,316,2025-10-20 17:12:08.000000 UTC
online,SKU-05498,SHP-0026450,1,0,400,84,316,2025-10-20 19:35:00.000000 UTC
online,SKU-04284,SHP-0009408,1,1,400,84,316,2024-12-18 20:29:02.000000 UTC
online,SKU-02610,SHP-0017827,1,0,400,84,316,2025-11-06 04:16:11.000000 UTC
retail,SKU-05498,SHP-0025685,1,0,400,84,316,2025-11-06 07:25:19.000000 UTC
online,SKU-05498,SHP-0017504,1,1,400,84,316,2025-11-06 10:50:53.000000 UTC
online,SKU-96730,SHP-0018319,1,0,400,84,316,2025-11-06 22:20:20.000000 UTC
online,SKU-02610,SHP-0012734,1,1,400,84,316,2025-02-01 01:44:25.000000 UTC
retail,SKU-05498,SHP-0014419,1,0,400,84,316,2025-09-16 14:18:31.000000 UTC
online,SKU-02610,SHP-0000939,1,0,400,84,316,2024-12-26 16:28:58.000000 UTC
online,SKU-04081,SHP-0003288,1,0,400,84,316,2025-12-10 09:46:58.000000 UTC
marketplace,SKU-04284,SHP-0025070,1,0,400,84,316,2025-12-10 17:13:55.000000 UTC
retail,SKU-08007,SHP-0016143,2,0,400,84,316,2025-12-10 23:28:13.000000 UTC
retail,SKU-04284,SHP-0014765,1,0,400,84,316,2024-12-14 14:45:19.000000 UTC
online,SKU-02680,SHP-0020003,1,1,400,84,316,2024-12-14 17:32:05.000000 UTC
online,SKU-05145,SHP-0006496,1,0,400,84,316,2024-12-14 20:56:14.000000 UTC
retail,SKU-05145,SHP-0009067,1,0,400,84,316,2026-05-14 13:55:15.000000 UTC
online,SKU-05498,SHP-0028956,1,0,400,84,316,2024-09-03 00:07:01.000000 UTC
online,SKU-04284,SHP-0001635,1,0,400,84,316,2024-09-03 16:13:53.000000 UTC
online,SKU-06952,SHP-0008611,2,0,400,84,316,2026-01-20 02:12:12.000000 UTC
retail,SKU-04284,SHP-0018590,1,1,400,84,316,2026-01-20 18:56:09.000000 UTC
retail,SKU-06952,SHP-0018750,2,0,400,84,316,2024-08-07 04:24:41.000000 UTC
retail,SKU-02610,SHP-0021342,1,1,400,84,316,2024-05-29 17:22:54.000000 UTC
online,SKU-05498,SHP-0024452,1,0,400,84,316,2025-06-20 00:39:33.000000 UTC
online,SKU-02680,SHP-0007352,1,0,400,84,316,2025-07-21 01:39:44.000000 UTC
retail,SKU-04284,SHP-0004245,1,0,400,84,316,2025-07-21 11:01:06.000000 UTC
online,SKU-02680,SHP-0013736,1,0,400,84,316,2025-07-21 13:15:19.000000 UTC
marketplace,SKU-02680,SHP-0004954,1,0,400,84,316,2024-12-21 06:06:56.000000 UTC
retail,SKU-06459,SHP-0026241,2,0,400,84,316,2024-12-21 20:52:14.000000 UTC
retail,SKU-06459,SHP-0026423,2,0,400,84,316,2024-12-21 22:51:27.000000 UTC
online,SKU-05498,SHP-0016446,1,0,400,84,316,2026-04-18 04:09:08.000000 UTC
online,SKU-02610,SHP-0017554,1,0,400,84,316,2026-04-18 09:11:44.000000 UTC
online,SKU-02680,SHP-0016334,1,0,400,84,316,2026-04-18 12:38:29.000000 UTC
online,SKU-92270,SHP-0028365,2,0,400,84,316,2026-04-18 11:16:00.000000 UTC
online,SKU-05498,SHP-0005174,1,1,400,84,316,2025-12-13 11:43:45.000000 UTC
online,SKU-02610,SHP-0027354,1,0,400,84,316,2025-01-27 04:21:32.000000 UTC
online,SKU-04081,SHP-0022958,1,0,400,84,316,2024-11-07 04:42:03.000000 UTC
online,SKU-04081,SHP-0014302,1,0,400,84,316,2024-11-07 21:16:20.000000 UTC
online,SKU-02610,SHP-0019348,1,0,400,84,316,2024-12-28 01:23:59.000000 UTC
online,SKU-05498,SHP-0027551,1,0,400,84,316,2024-12-28 01:25:25.000000 UTC
online,SKU-05145,SHP-0027728,1,0,400,84,316,2024-12-28 03:12:12.000000 UTC
online,SKU-02610,SHP-0023400,1,0,400,84,316,2026-05-10 01:00:06.000000 UTC
online,SKU-05090,SHP-0024053,2,0,400,84,316,2026-05-10 01:50:15.000000 UTC
retail,SKU-04081,SHP-0019915,1,1,400,84,316,2026-05-10 04:03:40.000000 UTC
online,SKU-04942,SHP-0021814,4,0,400,84,316,2026-05-10 05:42:58.000000 UTC
online,SKU-91009,SHP-0028197,2,0,400,84,316,2025-05-01 01:26:47.000000 UTC
retail,SKU-05498,SHP-0028755,1,0,400,84,316,2025-05-01 04:31:09.000000 UTC
online,SKU-05498,SHP-0027531,1,0,400,84,316,2026-03-09 08:06:13.000000 UTC
online,SKU-04284,SHP-0006183,1,0,400,84,316,2026-03-09 23:11:10.000000 UTC
online,SKU-05498,SHP-0019614,1,1,400,84,316,2025-09-02 03:49:21.000000 UTC
retail,SKU-05145,SHP-0024581,1,0,400,84,316,2025-06-24 01:57:51.000000 UTC
retail,SKU-02610,SHP-0025069,1,0,400,84,316,2025-06-24 06:07:06.000000 UTC
online,SKU-06070,SHP-0015323,2,2,400,84,316,2025-06-24 13:55:39.000000 UTC
online,SKU-02680,SHP-0021929,1,0,400,84,316,2025-04-08 00:54:44.000000 UTC
online,SKU-07707,SHP-0016508,2,0,400,84,316,2025-04-08 16:37:41.000000 UTC
online,SKU-04284,SHP-0009805,1,0,400,84,316,2025-04-08 18:16:07.000000 UTC
online,SKU-05498,SHP-0021322,1,0,400,84,316,2025-11-07 11:22:55.000000 UTC
online,SKU-02680,SHP-0007881,1,0,400,84,316,2025-11-07 19:03:32.000000 UTC
online,SKU-02774,SHP-0021834,4,0,400,84,316,2024-12-25 15:41:08.000000 UTC
online,SKU-05090,SHP-0022288,2,0,400,84,316,2025-11-04 03:24:37.000000 UTC
online,SKU-05145,SHP-0009997,1,0,400,84,316,2026-05-13 02:42:51.000000 UTC
online,SKU-05145,SHP-0027553,1,1,400,84,316,2024-12-29 00:11:34.000000 UTC
marketplace,SKU-02680,SHP-0014929,1,0,400,84,316,2026-04-05 01:04:32.000000 UTC
retail,SKU-04284,SHP-0023111,1,0,400,84,316,2026-04-05 22:27:47.000000 UTC
online,SKU-07707,SHP-0000989,2,0,400,84,316,2026-04-05 09:31:19.000000 UTC
online,SKU-04284,SHP-0016579,1,0,400,84,316,2026-04-19 01:59:40.000000 UTC
online,SKU-04081,SHP-0026627,1,0,400,84,316,2026-04-19 12:04:10.000000 UTC
online,SKU-05145,SHP-0010476,1,0,400,84,316,2026-04-19 20:15:18.000000 UTC
online,SKU-05145,SHP-0018482,1,1,400,84,316,2026-03-15 02:41:24.000000 UTC
online,SKU-02680,SHP-0013843,1,0,400,84,316,2026-03-15 15:24:02.000000 UTC
online,SKU-07707,SHP-0019582,2,0,400,84,316,2026-03-15 18:53:21.000000 UTC
retail,SKU-05145,SHP-0010531,1,0,400,84,316,2024-12-13 06:53:07.000000 UTC
marketplace,SKU-05145,SHP-0005742,1,0,400,84,316,2025-04-05 16:55:31.000000 UTC
online,SKU-04284,SHP-0010019,1,1,400,84,316,2025-04-09 01:59:52.000000 UTC
online,SKU-02610,SHP-0013291,1,0,400,84,316,2025-04-09 05:38:55.000000 UTC
online,SKU-02680,SHP-0002052,1,0,400,84,316,2025-04-09 14:03:19.000000 UTC
online,SKU-02680,SHP-0002027,1,0,400,84,316,2026-04-16 01:42:57.000000 UTC
online,SKU-02680,SHP-0002832,1,0,400,84,316,2026-04-16 08:03:09.000000 UTC
online,SKU-02610,SHP-0018070,1,0,400,84,316,2026-04-16 10:27:15.000000 UTC
online,SKU-02680,SHP-0016678,1,1,400,84,316,2026-04-16 23:19:12.000000 UTC
online,SKU-02680,SHP-0005125,1,1,400,84,316,2025-11-05 05:38:47.000000 UTC
online,SKU-02610,SHP-0028735,1,0,400,84,316,2025-11-05 08:45:55.000000 UTC
retail,SKU-02610,SHP-0021241,1,1,400,84,316,2025-11-05 11:59:25.000000 UTC
online,SKU-07707,SHP-0008247,2,0,400,84,316,2024-06-30 06:40:48.000000 UTC
retail,SKU-04284,SHP-0029007,1,0,400,84,316,2026-05-25 00:53:35.000000 UTC
retail,SKU-05145,SHP-0025905,1,0,400,84,316,2026-05-25 09:13:24.000000 UTC
online,SKU-06952,SHP-0016898,2,0,400,84,316,2026-05-25 10:28:20.000000 UTC
retail,SKU-05090,SHP-0018521,2,0,400,84,316,2025-03-22 06:04:31.000000 UTC
online,SKU-02610,SHP-0016951,1,0,400,84,316,2025-03-22 23:32:27.000000 UTC
online,SKU-02680,SHP-0006066,1,0,400,84,316,2024-11-08 12:56:34.000000 UTC
online,SKU-05145,SHP-0023591,1,0,400,84,316,2024-11-08 21:46:01.000000 UTC
online,SKU-04081,SHP-0025447,1,1,400,84,316,2025-05-28 00:47:34.000000 UTC
online,SKU-05090,SHP-0000420,2,0,400,84,316,2025-05-28 07:39:52.000000 UTC
online,SKU-02610,SHP-0013138,1,1,400,84,316,2024-11-03 19:54:51.000000 UTC
online,SKU-96467,SHP-0019677,1,1,400,84,316,2024-11-03 22:00:21.000000 UTC
retail,SKU-02680,SHP-0019830,1,0,400,84,316,2025-09-09 17:52:51.000000 UTC
online,SKU-04081,SHP-0007315,1,0,400,84,316,2025-09-09 20:17:07.000000 UTC
online,SKU-02610,SHP-0012978,1,1,400,84,316,2024-10-09 07:58:54.000000 UTC
online,SKU-04284,SHP-0020648,1,0,400,84,316,2024-10-09 12:58:27.000000 UTC
online,SKU-06070,SHP-0018578,2,0,400,84,316,2024-10-09 09:56:06.000000 UTC
retail,SKU-05145,SHP-0024106,1,0,400,84,316,2026-04-04 10:48:23.000000 UTC
retail,SKU-04284,SHP-0009623,1,0,400,84,316,2026-04-04 15:41:33.000000 UTC
online,SKU-04081,SHP-0018652,1,1,400,84,316,2026-04-04 13:18:53.000000 UTC
online,SKU-02680,SHP-0029799,1,1,400,84,316,2026-04-04 20:30:29.000000 UTC
online,SKU-02610,SHP-0019060,1,1,400,84,316,2025-04-07 17:44:46.000000 UTC
online,SKU-04284,SHP-0029478,1,0,400,84,316,2025-06-12 02:41:59.000000 UTC
online,SKU-02610,SHP-0003520,1,0,400,84,316,2025-06-12 16:56:49.000000 UTC
online,SKU-02610,SHP-0015782,1,0,400,84,316,2025-06-12 23:42:14.000000 UTC
retail,SKU-05498,SHP-0024105,1,0,400,84,316,2024-11-29 01:13:06.000000 UTC
online,SKU-04284,SHP-0008325,1,0,400,84,316,2024-11-29 01:35:08.000000 UTC
retail,SKU-02610,SHP-0000915,1,0,400,84,316,2024-11-29 03:13:22.000000 UTC
online,SKU-02680,SHP-0007551,1,0,400,84,316,2024-11-29 08:13:47.000000 UTC
online,SKU-02610,SHP-0028710,1,0,400,84,316,2026-02-06 10:54:48.000000 UTC
retail,SKU-04081,SHP-0015184,1,0,400,84,316,2025-11-03 12:29:54.000000 UTC
online,SKU-02610,SHP-0017489,1,0,400,84,316,2025-11-03 19:31:51.000000 UTC
online,SKU-08022,SHP-0027811,4,0,400,84,316,2025-11-03 19:09:28.000000 UTC
online,SKU-96861,SHP-0023017,1,1,400,84,316,2025-11-19 01:28:14.000000 UTC
retail,SKU-04284,SHP-0004144,1,0,400,84,316,2025-06-11 10:13:31.000000 UTC
online,SKU-04284,SHP-0023664,1,0,400,84,316,2025-06-11 15:56:50.000000 UTC
online,SKU-04081,SHP-0006806,1,0,400,84,316,2025-12-02 12:05:52.000000 UTC
online,SKU-05145,SHP-0028687,1,0,400,84,316,2025-07-04 02:43:05.000000 UTC
online,SKU-05145,SHP-0015978,1,0,400,84,316,2025-06-23 20:31:34.000000 UTC
retail,SKU-05090,SHP-0016422,2,0,400,84,316,2025-06-23 02:11:08.000000 UTC
online,SKU-04081,SHP-0022357,1,0,400,84,316,2024-11-15 02:44:00.000000 UTC
online,SKU-04284,SHP-0005279,1,0,400,84,316,2024-11-15 04:58:16.000000 UTC
retail,SKU-05498,SHP-0026947,1,1,400,84,316,2024-09-06 17:51:59.000000 UTC
online,SKU-05498,SHP-0017775,1,1,400,84,316,2024-09-18 14:24:01.000000 UTC
online,SKU-02460,SHP-0014793,4,2,400,84,316,2024-09-18 02:54:31.000000 UTC
online,SKU-04081,SHP-0006950,1,1,400,84,316,2024-12-24 02:45:05.000000 UTC
online,SKU-02610,SHP-0016946,1,0,400,84,316,2024-12-24 07:46:53.000000 UTC
online,SKU-04081,SHP-0003129,1,1,400,84,316,2024-12-24 17:42:25.000000 UTC
online,SKU-02610,SHP-0029178,1,0,400,84,316,2024-12-24 20:24:56.000000 UTC
retail,SKU-05090,SHP-0006784,2,0,400,84,316,2024-12-24 22:05:21.000000 UTC
online,SKU-06952,SHP-0026410,2,0,400,84,316,2025-12-03 15:09:30.000000 UTC
online,SKU-04081,SHP-0008999,1,1,400,84,316,2025-09-17 16:39:03.000000 UTC
online,SKU-06459,SHP-0014541,2,0,400,84,316,2024-09-16 05:21:44.000000 UTC
marketplace,SKU-05407,SHP-0029168,4,0,400,84,316,2024-09-16 07:33:43.000000 UTC
online,SKU-04081,SHP-0009950,1,0,400,84,316,2024-09-16 10:48:35.000000 UTC
online,SKU-05090,SHP-0004305,2,0,400,84,316,2024-09-16 15:40:27.000000 UTC
retail,SKU-02680,SHP-0022276,1,1,400,84,316,2024-09-16 06:49:13.000000 UTC
